5ht7_percentage,KEYS,SMARTS
0.0,KLEK_251,[!#1][CH]1[CH2]C1(c2[cH][cH]c([!#1])[cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
0.0,KLEK_252,[!#1][CH]1[CH2]C1(c2[cH][cH]c([CH3])[cH][cH]2)c3[cH][cH]c([CH3])[cH][cH]3
0.0,KLEK_253,[!#1][CH]1[CH2]C2([!#1])[CH2]C([!#1])([CH2][CH]([!#1])C2=O)C1=O
0.0,KLEK_255,[!#1][CH]1[CH2]C21[CH2][CH2][CH2]2
0.0,KLEK_256,[!#1][CH]1[CH2]c2c([nH]c3[cH][cH][cH][cH]c23)[CH]([!#1])[NH]1
0.0,KLEK_257,[!#1][CH]1[CH2]c2c([nH]c3[cH][cH][cH][cH]c23)[CH]([NH]1)c4[cH][cH]c([!#1])[cH][cH]4
0.0,KLEK_258,[!#1][CH]1[CH2]N2[CH2][CH2][CH]1[CH2][CH]2[!#1]
0.0,KLEK_259,[!#1][CH]1[CH2]O[CH]([!#1])O1
0.0,KLEK_260,[!#1][CH]1[CH2]O1
0.0,KLEK_261,[!#1][CH]1[CH2]OC([!#1])([CH3])O1
0.0,KLEK_262,[!#1][CH]1[CH2]OC2([CH2][CH2][CH2][CH2][CH2]2)O1
0.0,KLEK_264,[!#1][CH]1[CH2]S(=O)(=O)[CH]=[CH]1
0.0,KLEK_265,[!#1][CH]1[CH2]S(=O)(=O)[CH2][CH]1[!#1]
0.0,KLEK_266,[!#1][CH]1[CH2]S(=O)(=O)[CH2][CH]1[OH]
0.0,KLEK_267,[!#1][CH]1[CH2]S[CH]([NH]1)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_268,[!#1][CH]1[CH2]S[CH](N1[!#1])c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_269,[!#1][CH]1[CH2]S[CH2][CH]1[!#1]
0.0,KLEK_270,[!#1][CH]1[NH][CH2][CH2]n2[cH][cH][cH]c12
0.0,KLEK_271,[!#1][CH]1[NH]c2[cH][cH][cH][cH]c2[NH]C1=O
0.0,KLEK_272,[!#1][CH]1C(=NN(C1=O)c2[cH][cH][cH][cH][cH]2)[!#1]
0.0,KLEK_273,[!#1][CH]1C(=NN(C1=O)c2c([!#1])c([!#1])c([!#1])c([!#1])c2[!#1])[!#1]
0.0,KLEK_167,[!#1][CH]=N[NH]C(=O)[!#1]
0.0,KLEK_165,[!#1][CH]=N[NH]C(=[NH])[NH][N+](=O)[O-]
0.0,KLEK_725,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-])C(Cl)(Cl)Cl
0.0,KLEK_70,[!#1][CH]([!#1])O[CH2][CH2]N([CH3])[CH3]
0.0,KLEK_48,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)N([!#1])[CH3]
0.0,KLEK_49,[!#1][CH]([!#1])c1[cH][cH]c([CH3])[cH]c1[CH3]
0.0,KLEK_50,[!#1][CH]([!#1])c1[cH][cH]c([CH3])o1
0.0,KLEK_52,[!#1][CH]([!#1])c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_54,[!#1][CH]([!#1])c1[cH][cH]c(Cl)[cH]c1Cl
0.0,KLEK_57,[!#1][CH]([!#1])c1[cH][cH]n[cH][cH]1
0.0,KLEK_59,[!#1][CH]([!#1])c1[cH]c([!#1])nn1[!#1]
0.0,KLEK_60,[!#1][CH]([!#1])c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_61,[!#1][CH]([!#1])c1[cH]c(Br)[cH]c(Br)c1[OH]
0.0,KLEK_62,[!#1][CH]([!#1])C1=C([OH])[CH2]C([CH3])([CH3])[CH2]C1=O
0.0,KLEK_63,[!#1][CH]([!#1])c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_64,[!#1][CH]([!#1])c1c2[cH][cH][cH][cH]c2[cH]c3[cH][cH][cH][cH]c13
0.0,KLEK_65,[!#1][CH]([!#1])c1sc2[cH][cH][cH][cH]c2[n+]1[CH2][CH2][CH2]S(=O)(=O)[OH]
0.0,KLEK_72,[!#1][CH]([!#1])S(=O)(=O)[!#1]
0.0,KLEK_46,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)[CH]([!#1])[!#1]
0.0,KLEK_73,[!#1][CH]([CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_74,[!#1][CH]([CH]=[CH]c1[cH][cH]c(Cl)[cH]c1Cl)C([CH3])([CH3])[CH3]
0.0,KLEK_75,[!#1][CH]([CH2][CH2]C(=O)[OH])C(=O)[OH]
0.0,KLEK_76,[!#1][CH]([CH2][CH2]S[CH3])C(=O)[OH]
0.0,KLEK_77,[!#1][CH]([CH2][N+](=O)[O-])SC(=O)[CH3]
0.0,KLEK_78,[!#1][CH]([CH2]C(=N[NH]C(=O)[!#1])[!#1])C(=O)[OH]
0.0,KLEK_79,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_80,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c([CH3])[cH]1
0.0,KLEK_81,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Br)[cH]1
0.0,KLEK_82,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Cl)[cH]1
0.0,KLEK_83,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_84,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)C(=O)[OH]
0.0,KLEK_85,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_47,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_45,[!#1][CH]([!#1])c1[cH][cH]c([!#1])o1
0.0,KLEK_164,[!#1][CH]=N[CH2][CH2]N=[CH][!#1]
0.0,KLEK_22,[!#1][CH]([!#1])C(=O)[CH3]
0.0,KLEK_2,[!#1][CH]([!#1])[CH]([!#1])C([CH3])([CH3])[CH3]
0.0,KLEK_3,[!#1][CH]([!#1])[CH](C(=O)O[CH3])C(=O)O[CH3]
0.0,KLEK_4,[!#1][CH]([!#1])[CH]1[CH2][CH]([CH]([!#1])[!#1])[CH]([CH]1C(=O)[!#1])C(=O)[OH]
0.0,KLEK_5,[!#1][CH]([!#1])[CH2][CH]([CH]([CH2][CH]([!#1])[!#1])C(=O)[!#1])C(=O)[!#1]
0.0,KLEK_7,[!#1][CH]([!#1])[CH2][CH2]C([!#1])([!#1])[CH3]
0.0,KLEK_8,[!#1][CH]([!#1])[CH2]C(=N[NH]C(=S)[NH2])[CH2][CH3]
0.0,KLEK_10,[!#1][CH]([!#1])[CH2]C(=O)[CH2][CH3]
0.0,KLEK_11,[!#1][CH]([!#1])[CH2]C(=O)[CH3]
0.0,KLEK_12,[!#1][CH]([!#1])[CH2]N([!#1])[CH2][CH]([!#1])[!#1]
0.0,KLEK_14,[!#1][CH]([!#1])[N+](=O)[O-]
0.0,KLEK_18,[!#1][CH]([!#1])C([!#1])([CH3])[CH3]
0.0,KLEK_20,[!#1][CH]([!#1])C(=O)[CH]([!#1])[!#1]
0.0,KLEK_21,[!#1][CH]([!#1])C(=O)[CH2]C([CH3])([CH3])[CH2]C([!#1])([!#1])[!#1]
0.0,KLEK_23,[!#1][CH]([!#1])C(=O)[NH][NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_43,[!#1][CH]([!#1])c1[cH][cH][cH]s1
0.0,KLEK_25,[!#1][CH]([!#1])C(=O)c1[cH][cH][cH][cH][cH]1
0.0,KLEK_28,[!#1][CH]([!#1])C(=O)c1c([CH3])[cH]c([CH3])[nH]c1=O
0.0,KLEK_29,[!#1][CH]([!#1])C(=O)c1c([CH3])[nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_30,[!#1][CH]([!#1])C(=O)c1c([OH])[cH]c([CH3])oc1=O
0.0,KLEK_31,[!#1][CH]([!#1])C(=O)O[CH2][CH2]N([CH2][CH3])[CH2][CH3]
0.0,KLEK_34,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1[N+](=O)[O-]
0.0,KLEK_35,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1[OH]
0.0,KLEK_36,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1Cl
0.0,KLEK_37,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1F
0.0,KLEK_38,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1N([!#1])c2[cH][cH][cH][cH]c2[CH]([!#1])[!#1]
0.0,KLEK_39,[!#1][CH]([!#1])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_40,[!#1][CH]([!#1])c1[cH][cH][cH]c(Br)[cH]1
0.0,KLEK_41,[!#1][CH]([!#1])c1[cH][cH][cH]n[cH]1
0.0,KLEK_86,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_87,[!#1][CH]([CH2]C(=O)[NH2])C(=O)[OH]
0.0,KLEK_88,[!#1][CH]([CH2]C(=O)[OH])[NH]C(=O)C(F)(F)F
0.0,KLEK_148,[!#1][CH]=C1C(=O)[NH]C(=O)N([!#1])C1=O
0.0,KLEK_131,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[CH3]
0.0,KLEK_133,[!#1][CH]=[CH]C(=O)[NH][NH]C(=O)[!#1]
0.0,KLEK_134,[!#1][CH]=[CH]C(=O)[NH]C(=S)[!#1]
0.0,KLEK_136,[!#1][CH]=[CH]N([!#1])[CH3]
0.0,KLEK_139,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]
0.0,KLEK_140,[!#1][CH]=C(C#N)C#N
0.0,KLEK_141,[!#1][CH]=C(C#N)C(=O)[NH2]
0.0,KLEK_142,[!#1][CH]=C(C#N)C(=O)O[CH2][CH3]
0.0,KLEK_143,[!#1][CH]=C(Cl)Cl
0.0,KLEK_144,[!#1][CH]=C1[CH2]N([!#1])[CH2]C(=[CH][!#1])C1=O
0.0,KLEK_145,[!#1][CH]=c1[nH]c(=O)c(=[CH][!#1])[nH]c1=O
0.0,KLEK_146,[!#1][CH]=C1C(=NN(C1=O)c2[cH][cH]c([!#1])[cH][cH]2)[!#1]
0.0,KLEK_147,[!#1][CH]=C1C(=O)[NH]C(=O)[NH]C1=O
0.0,KLEK_149,[!#1][CH]=C1C(=O)[NH]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_89,[!#1][CH]([CH2]C(=O)[OH])C(=O)[OH]
0.0,KLEK_150,[!#1][CH]=C1C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_151,[!#1][CH]=C1C(=O)N(N=C1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
0.0,KLEK_152,[!#1][CH]=C1C(=O)OC([!#1])([CH3])OC1=O
0.0,KLEK_153,[!#1][CH]=C1N=C(OC1=O)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_154,[!#1][CH]=C1OC(=O)c2c1[cH]c([!#1])[nH]c2=O
0.0,KLEK_155,[!#1][CH]=C1SC(=N[!#1])[NH]C1=O
0.0,KLEK_156,[!#1][CH]=C1SC(=O)N([!#1])C1=O
0.0,KLEK_157,[!#1][CH]=C1SC(=S)[NH]C1=O
0.0,KLEK_158,[!#1][CH]=C1SC(=S)N([!#1])C1=O
0.0,KLEK_159,[!#1][CH]=C1SC(=S)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_161,[!#1][CH]=N[CH]([!#1])[CH3]
0.0,KLEK_162,[!#1][CH]=N[CH2][CH2][CH2][CH2][CH2][CH2]N=[CH][!#1]
0.0,KLEK_163,[!#1][CH]=N[CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_130,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_129,[!#1][CH]=[CH][CH]=N[NH]C(=O)[!#1]
0.0,KLEK_128,[!#1][CH]=[CH][CH]=N[!#1]
0.0,KLEK_127,[!#1][CH]=[CH][CH]=C1SC(=S)N([!#1])C1=O
0.0,KLEK_93,[!#1][CH]([CH3])[NH]C(=O)[NH][CH2]C(=O)O[CH2][CH3]
0.0,KLEK_94,[!#1][CH]([CH3])[NH]C(=S)[!#1]
0.0,KLEK_95,[!#1][CH]([CH3])[NH]C(=S)[NH]C([!#1])([!#1])[!#1]
0.0,KLEK_96,[!#1][CH]([CH3])[NH]S(=O)(=O)[!#1]
0.0,KLEK_98,[!#1][CH]([CH3])C(=O)[OH]
0.0,KLEK_99,[!#1][CH]([CH3])C(=O)O[CH2]C(=O)[!#1]
0.0,KLEK_102,[!#1][CH]([NH]C(=O)[!#1])[NH]C(=O)[!#1]
0.0,KLEK_103,[!#1][CH]([NH]C(=O)[!#1])C(=O)[OH]
0.0,KLEK_104,[!#1][CH]([NH]C(=O)[!#1])C(Br)(Br)Br
0.0,KLEK_105,[!#1][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_106,[!#1][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_107,[!#1][CH]([NH]S(=O)(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_108,[!#1][CH]([NH2])[CH2][CH3]
0.0,KLEK_109,[!#1][CH]([NH2])[CH2]C(=O)[OH]
0.0,KLEK_111,[!#1][CH]([OH])[CH]([NH2])[CH2][OH]
0.0,KLEK_113,[!#1][CH]([OH])[CH2][NH2]
0.0,KLEK_114,[!#1][CH]([OH])[CH2][OH]
0.0,KLEK_115,[!#1][CH]([OH])C(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_116,[!#1][CH]([OH])C(Cl)(Cl)Cl
0.0,KLEK_117,[!#1][CH]([OH])C(F)(F)F
0.0,KLEK_119,[!#1][CH](C(=O)[CH3])C(=O)[CH3]
0.0,KLEK_120,[!#1][CH](C(=O)O[CH2][CH3])C(=O)O[CH2][CH3]
0.0,KLEK_121,[!#1][CH](C(=O)O[CH3])C(=O)O[CH3]
0.0,KLEK_122,[!#1][CH](F)C(F)(F)F
0.0,KLEK_123,[!#1][CH](F)OC(F)(F)F
0.0,KLEK_124,[!#1][CH](OC(=O)[CH3])OC(=O)[CH3]
0.0,KLEK_126,[!#1][CH]=[CH][CH]([!#1])C([CH3])([CH3])[CH3]
0.0,KLEK_318,[!#1][CH2][CH]([NH]C(=O)[CH2]O[!#1])C(=O)O[CH3]
0.0,KLEK_319,[!#1][CH2][CH]([NH]C(=O)[CH3])C(=O)[OH]
0.0,KLEK_320,[!#1][CH2][CH]([NH]C(=O)[CH3])C(=O)O[CH2][CH3]
0.0,KLEK_614,[!#1][CH2]N([!#1])C(=O)c1[cH]c([cH][cH]c1C(=O)[!#1])[N+](=O)[O-]
0.0,KLEK_579,[!#1][CH2]c1[cH][cH][cH]o1
0.0,KLEK_585,[!#1][CH2]c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_586,[!#1][CH2]c1[cH][cH]c(Br)s1
0.0,KLEK_587,[!#1][CH2]c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_590,[!#1][CH2]c1[cH][cH]c(F)[cH]c1F
0.0,KLEK_596,[!#1][CH2]c1[cH][cH]o[cH]1
0.0,KLEK_597,[!#1][CH2]c1[cH][cH]s[cH]1
0.0,KLEK_599,[!#1][CH2]c1[cH]c([CH2][!#1])c([OH])c([!#1])n1
0.0,KLEK_600,[!#1][CH2]c1c([!#1])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_601,[!#1][CH2]c1c([NH][!#1])sc2[CH2][CH2][CH2][CH2]c12
0.0,KLEK_608,[!#1][CH2]N([!#1])[NH]C(=O)[CH2][!#1]
0.0,KLEK_610,[!#1][CH2]N([!#1])C(=O)[CH2][CH2]C(=O)[!#1]
0.0,KLEK_613,[!#1][CH2]N([!#1])C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]
0.0,KLEK_615,[!#1][CH2]N([!#1])C(=O)c1[cH]c(Br)[cH][cH]c1C(=O)[!#1]
0.0,KLEK_574,[!#1][CH2]c1[cH][cH][cH]c(Cl)c1Cl
0.0,KLEK_616,[!#1][CH2]N([!#1])c1[cH][cH][cH][cH]c1C(=O)C(=O)[!#1]
0.0,KLEK_617,[!#1][CH2]N([!#1])N=[CH][!#1]
0.0,KLEK_618,[!#1][CH2]N([!#1])S(=O)(=O)[NH]C(=O)[NH][!#1]
0.0,KLEK_623,[!#1][CH2]N([CH2][CH]([OH])[CH2]O[!#1])C([CH3])([CH3])[CH3]
0.0,KLEK_624,[!#1][CH2]N([CH2][CH]=[CH2])[CH2][CH]=[CH2]
0.0,KLEK_625,[!#1][CH2]N([CH2][CH2][OH])[CH2][CH2][OH]
0.0,KLEK_627,[!#1][CH2]N([CH2]C(=O)[OH])[CH2]C(=O)[OH]
0.0,KLEK_629,[!#1][CH2]N([CH3])C(=O)[!#1]
0.0,KLEK_631,[!#1][CH2]N([OH])[CH2][!#1]
0.0,KLEK_632,[!#1][CH2]N(C([CH3])([CH3])[CH3])S(=O)(=O)[!#1]
0.0,KLEK_633,[!#1][CH2]N(C(=O)[!#1])C([CH3])([CH3])[CH3]
0.0,KLEK_634,[!#1][CH2]N(C(=O)[CH2][CH2]C(=O)[OH])C([CH3])([CH3])[CH3]
0.0,KLEK_636,[!#1][CH2]N=c1[cH][cH]n([!#1])[cH][cH]1
0.0,KLEK_576,[!#1][CH2]c1[cH][cH][cH]c(O[!#1])[cH]1
0.0,KLEK_572,[!#1][CH2]c1[cH][cH][cH]c(Br)[cH]1
0.0,KLEK_321,[!#1][CH2][CH]([NH]C(=O)OC([CH3])([CH3])[CH3])C(=O)O[!#1]
0.0,KLEK_548,[!#1][CH2]C(=O)C([CH3])([CH3])[CH3]
0.0,KLEK_533,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_534,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c2O[CH2]Oc2[cH]1
0.0,KLEK_535,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_536,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_537,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]c1[OH]
0.0,KLEK_538,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c2[cH][cH][cH][cH]c2nc1Cl
0.0,KLEK_539,[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]
0.0,KLEK_540,[!#1][CH2]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_541,[!#1][CH2]C(=O)[NH]N=[CH]c1c(Cl)[cH][cH][cH]c1Cl
0.0,KLEK_542,[!#1][CH2]C(=O)[NH]N=C([!#1])[CH3]
0.0,KLEK_543,[!#1][CH2]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_544,[!#1][CH2]C(=O)[NH]N=C1[CH2][CH2][CH2]c2c1non2=O
0.0,KLEK_545,[!#1][CH2]C(=O)[NH]S(=O)(=O)[!#1]
0.0,KLEK_551,[!#1][CH2]C(=O)c1[cH][cH]c([CH3])[cH][cH]1
0.0,KLEK_570,[!#1][CH2]c1[cH][cH][cH]c([CH3])[cH]1
0.0,KLEK_552,[!#1][CH2]C(=O)c1[cH][cH]c(Cl)c(Cl)[cH]1
0.0,KLEK_554,[!#1][CH2]C(=O)N([CH3])[CH]([!#1])C(=O)[NH][!#1]
0.0,KLEK_555,[!#1][CH2]C(=O)N=[CH][NH][NH][!#1]
0.0,KLEK_557,[!#1][CH2]C(=O)O[CH2][CH2][CH2][CH3]
0.0,KLEK_558,[!#1][CH2]C(=O)O[CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_559,[!#1][CH2]C(=O)O[CH2][CH3]
0.0,KLEK_560,[!#1][CH2]C(=O)O[CH2]C(=O)[!#1]
0.0,KLEK_562,[!#1][CH2]C(=O)O[Na]
0.0,KLEK_563,[!#1][CH2]C(=S)[!#1]
0.0,KLEK_564,[!#1][CH2]C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3
0.0,KLEK_566,[!#1][CH2]c1[cH][cH][cH][cH]c1Br
0.0,KLEK_567,[!#1][CH2]c1[cH][cH][cH][cH]c1C(F)(F)F
0.0,KLEK_569,[!#1][CH2]c1[cH][cH][cH][cH]c1F
0.0,KLEK_645,[!#1][CH2]n1nnc2[cH][cH][cH][cH]c12
0.0,KLEK_649,[!#1][CH2]O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3]
0.0,KLEK_650,[!#1][CH2]O[CH2][CH3]
0.0,KLEK_710,[!#1][NH][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_696,[!#1][NH][CH]([CH2]c1[cH][cH][cH][cH][cH]1)C(=O)[!#1]
0.0,KLEK_697,[!#1][NH][CH]([CH2]c1[cH][cH][cH][cH][cH]1)C(=O)[OH]
0.0,KLEK_698,[!#1][NH][CH]([CH2]c1[cH][cH]c([OH])[cH][cH]1)C(=O)[!#1]
0.0,KLEK_699,[!#1][NH][CH]([CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12)C(=O)[!#1]
0.0,KLEK_700,[!#1][NH][CH]([CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12)C(=O)[OH]
0.0,KLEK_701,[!#1][NH][CH]([CH3])[CH2][CH2][CH2]N([CH2][CH3])[CH2][CH3]
0.0,KLEK_702,[!#1][NH][CH]([CH3])[CH2][CH3]
0.0,KLEK_703,[!#1][NH][CH]([CH3])[CH2]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_704,[!#1][NH][CH]([CH3])[CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_705,[!#1][NH][CH]([CH3])[CH3]
0.0,KLEK_706,[!#1][NH][CH]([CH3])C(=O)[!#1]
0.0,KLEK_708,[!#1][NH][CH]([NH]C(=O)[!#1])C(=O)[!#1]
0.0,KLEK_709,[!#1][NH][CH]([NH]C(=O)[!#1])C(Br)(Br)Br
0.0,KLEK_711,[!#1][NH][CH]([NH]C(=O)[CH]([CH3])[CH3])C(Cl)(Cl)Cl
0.0,KLEK_654,[!#1][CH2]OC(=O)[CH]([CH]([!#1])S[CH2][!#1])[N+](=O)[O-]
0.0,KLEK_712,[!#1][NH][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_713,[!#1][NH][CH]([NH]C(=O)[CH2][CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_714,[!#1][NH][CH]([NH]C(=O)[CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_715,[!#1][NH][CH]([NH]C(=O)[CH2]F)C(Cl)(Cl)Cl
0.0,KLEK_716,[!#1][NH][CH]([NH]C(=O)[NH][!#1])C(Cl)(Cl)Cl
0.0,KLEK_717,[!#1][NH][CH]([NH]C(=O)[NH][CH]([NH][!#1])C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
0.0,KLEK_718,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH][cH]1)C(Cl)(Cl)Cl
0.0,KLEK_719,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1[CH3])C(Cl)(Cl)Cl
0.0,KLEK_720,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1[N+](=O)[O-])C(Cl)(Cl)Cl
0.0,KLEK_721,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1[OH])C(Cl)(Cl)Cl
0.0,KLEK_722,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1C(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_723,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1C(=O)[OH])C(Cl)(Cl)Cl
0.0,KLEK_724,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH][cH]c1O[!#1])C(Cl)(Cl)Cl
0.0,KLEK_695,[!#1][NH][CH]([CH2]C(=O)[OH])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_694,[!#1][NH][CH]([CH2]C([!#1])([CH3])[CH3])[CH2]C([CH3])([CH3])[NH][!#1]
0.0,KLEK_693,[!#1][NH][CH]([CH2][CH3])C(=O)[OH]
0.0,KLEK_692,[!#1][NH][CH]([CH2][CH2]S[CH3])C(=O)[OH]
0.0,KLEK_655,[!#1][CH2]OC(=O)[CH2][CH2]C(=O)[OH]
0.0,KLEK_656,[!#1][CH2]OC(=O)[CH2][CH3]
0.0,KLEK_657,[!#1][CH2]OC(=O)[CH3]
0.0,KLEK_659,[!#1][CH2]OC(=O)[NH][CH]([NH]C(=S)[NH][!#1])C(Cl)(Cl)Cl
0.0,KLEK_660,[!#1][CH2]OP(=S)(O[CH2][CH3])O[CH2][CH3]
0.0,KLEK_661,[!#1][CH2]OS(=O)(=O)[!#1]
0.0,KLEK_665,[!#1][CH2]S[CH2]C(=O)[NH]N=[CH][!#1]
0.0,KLEK_666,[!#1][CH2]S[CH2]S[CH2][!#1]
0.0,KLEK_667,[!#1][CH2]SC(=[NH])[NH2]
0.0,KLEK_669,[!#1][N]([CH3])([CH3])[CH3]
0.0,KLEK_670,[!#1][N+]([CH3])([CH3])[CH3]
0.0,KLEK_672,[!#1][n+]1[cH][cH][cH][cH][cH]1
0.0,KLEK_673,[!#1][n+]1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1
0.0,KLEK_674,[!#1][n+]1c([CH3])sc2[cH][cH]c(O[CH3])[cH]c12
0.0,KLEK_675,[!#1][NH](=O)[OH]
0.0,KLEK_678,[!#1][NH][CH]([!#1])[CH]([CH3])[CH3]
0.0,KLEK_680,[!#1][NH][CH]([!#1])[CH2][CH2][CH3]
0.0,KLEK_681,[!#1][NH][CH]([!#1])[CH2]C(=O)[!#1]
0.0,KLEK_683,[!#1][NH][CH]([!#1])C(Br)(Br)Br
0.0,KLEK_684,[!#1][NH][CH]([!#1])C(Cl)(Cl)Cl
0.0,KLEK_685,[!#1][NH][CH]([!#1])P(=O)(O[CH]([CH3])[CH3])O[CH]([CH3])[CH3]
0.0,KLEK_686,[!#1][NH][CH]([!#1])P(=O)(O[CH2][CH3])O[CH2][CH3]
0.0,KLEK_687,[!#1][NH][CH]([!#1])P(=O)(O[CH3])O[CH3]
0.0,KLEK_688,[!#1][NH][CH]([CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_689,[!#1][NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[!#1]
0.0,KLEK_690,[!#1][NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_691,[!#1][NH][CH]([CH2][CH2][OH])C(=O)[NH][!#1]
